AO DispatchRays,AtrousWaveletTransformFilter,CalculateAmbientOcclusion,CalculatePartialDerivatives,CompositionCS,Denoise,Disocclusions blur,DownsampleGBuffer,Pathtracing,RTAO,Upsample AO,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.511   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.487   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.572   ,   4.68   ,   1.77   ,  0.148   ,
  0.707   ,  0.306   ,  0.724   ,   0.15   ,  0.354   ,  0.988   ,  0.252   ,  0.548   ,   4.68   ,   1.77   ,  0.148   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
