AO DispatchRays,AtrousWaveletTransformFilter,CalculateAmbientOcclusion,CalculatePartialDerivatives,CompositionCS,Denoise,Disocclusions blur,DownsampleGBuffer,Pathtracing,RTAO,Upsample AO,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.512   ,   4.63   ,   1.66   ,  0.152   ,
  0.613   ,   0.26   ,  0.626   ,  0.146   ,  0.339   ,  0.976   ,   0.24   ,  0.486   ,   4.63   ,   1.66   ,  0.152   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.512   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.486   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.487   ,   4.58   ,   1.71   ,  0.155   ,
  0.669   ,  0.264   ,  0.681   ,  0.151   ,  0.327   ,  0.978   ,  0.217   ,  0.511   ,   4.58   ,   1.71   ,  0.155   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.487   ,   4.74   ,   1.84   ,  0.181   ,
  0.776   ,   0.26   ,  0.788   ,  0.146   ,  0.366   ,      1   ,  0.259   ,  0.511   ,   4.74   ,   1.84   ,  0.181   ,
